state,year,age,pop
New Hampshire,2021,75,74506
New Hampshire,2021,85,32768
New Hampshire,2022,0,284379
New Hampshire,2022,15,160208
New Hampshire,2022,25,199680
New Hampshire,2022,35,226516
New Hampshire,2022,45,183532
New Hampshire,2022,55,214650
New Hampshire,2022,65,167288
New Hampshire,2022,75,80584
New Hampshire,2022,85,33344
New Hampshire,2023,0,286596
New Hampshire,2023,15,161219
New Hampshire,2023,25,197548
New Hampshire,2023,35,230369
New Hampshire,2023,45,184446
New Hampshire,2023,55,210905
New Hampshire,2023,65,170926
New Hampshire,2023,75,86422
New Hampshire,2023,85,34039
New Hampshire,2024,0,288567
New Hampshire,2024,15,162634
New Hampshire,2024,25,195198
New Hampshire,2024,35,232804
New Hampshire,2024,45,186758
New Hampshire,2024,55,207224
New Hampshire,2024,65,174947
New Hampshire,2024,75,91545
New Hampshire,2024,85,34864
New Jersey,2013,0,1767908
New Jersey,2013,15,1104002
New Jersey,2013,25,1209389
New Jersey,2013,35,1260178
New Jersey,2013,45,1399743
New Jersey,2013,55,1098531
New Jersey,2013,65,711805
New Jersey,2013,75,399246
New Jersey,2013,85,212676
New Jersey,2014,0,1775710
New Jersey,2014,15,1094826
New Jersey,2014,25,1224554
New Jersey,2014,35,1249450
New Jersey,2014,45,1389387
New Jersey,2014,55,1122940
New Jersey,2014,65,735577
New Jersey,2014,75,401525
New Jersey,2014,85,216210
New Jersey,2015,0,1783554
New Jersey,2015,15,1083653
New Jersey,2015,25,1239093
New Jersey,2015,35,1236209
New Jersey,2015,45,1379616
New Jersey,2015,55,1148477
New Jersey,2015,65,760307
New Jersey,2015,75,404903
New Jersey,2015,85,219957
New Jersey,2016,0,1790068
New Jersey,2016,15,1075309
New Jersey,2016,25,1251169
New Jersey,2016,35,1228470
New Jersey,2016,45,1367381
New Jersey,2016,55,1173057
New Jersey,2016,65,781719
New Jersey,2016,75,410011
New Jersey,2016,85,222861
New Jersey,2017,0,1794391
New Jersey,2017,15,1071399
New Jersey,2017,25,1254820
New Jersey,2017,35,1234136
New Jersey,2017,45,1348261
New Jersey,2017,55,1194565
New Jersey,2017,65,799205
New Jersey,2017,75,421238
New Jersey,2017,85,224923
New Jersey,2018,0,1798538
New Jersey,2018,15,1068345
New Jersey,2018,25,1252928
New Jersey,2018,35,1248410
New Jersey,2018,45,1324702
New Jersey,2018,55,1213043
New Jersey,2018,65,813584
New Jersey,2018,75,438191
New Jersey,2018,85,226492
New Jersey,2019,0,1803182
New Jersey,2019,15,1065796
New Jersey,2019,25,1252216
New Jersey,2019,35,1261676
New Jersey,2019,45,1297779
New Jersey,2019,55,1230114
New Jersey,2019,65,833954
New Jersey,2019,75,451513
New Jersey,2019,85,227562
New Jersey,2020,0,1807969
New Jersey,2020,15,1063306
New Jersey,2020,25,1251374
New Jersey,2020,35,1272299
New Jersey,2020,45,1273298
New Jersey,2020,55,1240845
New Jersey,2020,65,860236
New Jersey,2020,75,462494
New Jersey,2020,85,229814
New Jersey,2021,0,1812758
New Jersey,2021,15,1061711
New Jersey,2021,25,1248903
New Jersey,2021,35,1284794
New Jersey,2021,45,1254802
New Jersey,2021,55,1243784
New Jersey,2021,65,882405
New Jersey,2021,75,476900
New Jersey,2021,85,232171
New Jersey,2022,0,1817536
New Jersey,2022,15,1062667
New Jersey,2022,25,1244090
New Jersey,2022,35,1296670
New Jersey,2022,45,1241981
New Jersey,2022,55,1238734
New Jersey,2022,65,893988
New Jersey,2022,75,503430
New Jersey,2022,85,235032
New Jersey,2023,0,1821985
New Jersey,2023,15,1065010
New Jersey,2023,25,1235949
New Jersey,2023,35,1310468
New Jersey,2023,45,1231629
New Jersey,2023,55,1228869
New Jersey,2023,65,910313
New Jersey,2023,75,525934
New Jersey,2023,85,238963
New Jersey,2024,0,1826011
New Jersey,2024,15,1067739
New Jersey,2024,25,1226005
New Jersey,2024,35,1325117
New Jersey,2024,45,1221452
New Jersey,2024,55,1219521
New Jersey,2024,65,930051
New Jersey,2024,75,544295
New Jersey,2024,85,243180
New Mexico,2013,0,409106
New Mexico,2013,15,253353
New Mexico,2013,25,255824
New Mexico,2013,35,225814
New Mexico,2013,45,274125
New Mexico,2013,55,285446
New Mexico,2013,65,180113
New Mexico,2013,75,92410
New Mexico,2013,85,42696
New Mexico,2014,0,411390
New Mexico,2014,15,248150
New Mexico,2014,25,257439
New Mexico,2014,35,224855
New Mexico,2014,45,268970
New Mexico,2014,55,290734
New Mexico,2014,65,190391
New Mexico,2014,75,94586
New Mexico,2014,85,44054
New Mexico,2015,0,413427
New Mexico,2015,15,242731
New Mexico,2015,25,257869
New Mexico,2015,35,224251
New Mexico,2015,45,263786
New Mexico,2015,55,295853
New Mexico,2015,65,201128
New Mexico,2015,75,96926
New Mexico,2015,85,45568
New Mexico,2016,0,414964
New Mexico,2016,15,238040
New Mexico,2016,25,257041
New Mexico,2016,35,225014
New Mexico,2016,45,258432
New Mexico,2016,55,300263
New Mexico,2016,65,211491
New Mexico,2016,75,99592
New Mexico,2016,85,46985
New Mexico,2017,0,415744
New Mexico,2017,15,234677
New Mexico,2017,25,254694
New Mexico,2017,35,227431
New Mexico,2017,45,252499
New Mexico,2017,55,303330
New Mexico,2017,65,221514
New Mexico,2017,75,103051
New Mexico,2017,85,48384
New Mexico,2018,0,416209
New Mexico,2018,15,231818
New Mexico,2018,25,250873
New Mexico,2018,35,231533
New Mexico,2018,45,246201
New Mexico,2018,55,304992
New Mexico,2018,65,230953
New Mexico,2018,75,107697
New Mexico,2018,85,49558
New Mexico,2019,0,415788
New Mexico,2019,15,230454
New Mexico,2019,25,246421
New Mexico,2019,35,235785
New Mexico,2019,45,240420
New Mexico,2019,55,305038
New Mexico,2019,65,240408
New Mexico,2019,75,112543
New Mexico,2019,85,50689
New Mexico,2020,0,414594
New Mexico,2020,15,230189
New Mexico,2020,25,241321
New Mexico,2020,35,239867
New Mexico,2020,45,235504
New Mexico,2020,55,303176
New Mexico,2020,65,250352
New Mexico,2020,75,117221
New Mexico,2020,85,52117
New Mexico,2021,0,412721
New Mexico,2021,15,230808
New Mexico,2021,25,235925
New Mexico,2021,35,243685
New Mexico,2021,45,232863
New Mexico,2021,55,298947
New Mexico,2021,65,259266
New Mexico,2021,75,122666
New Mexico,2021,85,53416
New Mexico,2022,0,410276
New Mexico,2022,15,232492
New Mexico,2022,25,230110
New Mexico,2022,35,246994
New Mexico,2022,45,231355
New Mexico,2022,55,293057
New Mexico,2022,65,265287
New Mexico,2022,75,131103
New Mexico,2022,85,54884
New Mexico,2023,0,407313
New Mexico,2023,15,234556
New Mexico,2023,25,224600
New Mexico,2023,35,249545
New Mexico,2023,45,230369
New Mexico,2023,55,286681
New Mexico,2023,65,270905
New Mexico,2023,75,139485
New Mexico,2023,85,56568
New Mexico,2024,0,403973
New Mexico,2024,15,236487
New Mexico,2024,25,219478
New Mexico,2024,35,251343
New Mexico,2024,45,229437
New Mexico,2024,55,280987
New Mexico,2024,65,275711
New Mexico,2024,75,147844
New Mexico,2024,85,58425
New York,2013,0,3635672
New York,2013,15,2679344
New York,2013,25,2703351
New York,2013,35,2502644
New York,2013,45,2828797
New York,2013,55,2343181
New York,2013,65,1489875
New York,2013,75,859594
New York,2013,85,470267
New York,2014,0,3646646
New York,2014,15,2631885
New York,2014,25,2730349
New York,2014,35,2473297
New York,2014,45,2794490
New York,2014,55,2375641
New York,2014,65,1538147
New York,2014,75,862078
New York,2014,85,478565
New York,2015,0,3657125
New York,2015,15,2576441
New York,2015,25,2754396
New York,2015,35,2441951
New York,2015,45,2760998
New York,2015,55,2412292
New York,2015,65,1589000
New York,2015,75,867051
New York,2015,85,487445
New York,2016,0,3656637
New York,2016,15,2535013
New York,2016,25,2771469
New York,2016,35,2428186
New York,2016,45,2723450
New York,2016,55,2444127
New York,2016,65,1633062
New York,2016,75,873773
New York,2016,85,493602
New York,2017,0,3658313
New York,2017,15,2497674
New York,2017,25,2784008
New York,2017,35,2432384
New York,2017,45,2669870
New York,2017,55,2469010
New York,2017,65,1669467
New York,2017,75,890455
New York,2017,85,497567
New York,2018,0,3661361
New York,2018,15,2463927
New York,2018,25,2789556
New York,2018,35,2448868
New York,2018,45,2603786
New York,2018,55,2490646
New York,2018,65,1698217
New York,2018,75,917641
New York,2018,85,500975
New York,2019,0,3664451
New York,2019,15,2436903
New York,2019,25,2787900
New York,2019,35,2470428
New York,2019,45,2529025
New York,2019,55,2510967
New York,2019,65,1736001
New York,2019,75,938244
New York,2019,85,503841
New York,2020,0,3666962
New York,2020,15,2413909
New York,2020,25,2777938
New York,2020,35,2488292
New York,2020,45,2462171
New York,2020,55,2517628
New York,2020,65,1785534
New York,2020,75,954260
New York,2020,85,510226
New York,2021,0,3668377
New York,2021,15,2397732
New York,2021,25,2758431
New York,2021,35,2513598
New York,2021,45,2409630
New York,2021,55,2509386
New York,2021,65,1823644
New York,2021,75,976955
New York,2021,85,515666
New York,2022,0,3668516
New York,2022,15,2392671
New York,2022,25,2727682
New York,2022,35,2537908
New York,2022,45,2371824
New York,2022,55,2485013
New York,2022,65,1838578
New York,2022,75,1024664
New York,2022,85,521375
New York,2023,0,3666831
New York,2023,15,2394211
New York,2023,25,2686257
New York,2023,35,2562719
New York,2023,45,2341953
New York,2023,55,2452803
New York,2023,65,1860227
New York,2023,75,1066753
New York,2023,85,529312
New York,2024,0,3663089
New York,2024,15,2399194
New York,2024,25,2637613
New York,2024,35,2587464
New York,2024,45,2314940
New York,2024,55,2422212
New York,2024,65,1885961
New York,2024,75,1103608
New York,2024,85,537684
North Carolina,2013,0,1967816
North Carolina,2013,15,1399791
North Carolina,2013,25,1232114
North Carolina,2013,35,1315007
North Carolina,2013,45,1362722
North Carolina,2013,55,1178466
North Carolina,2013,65,740703
North Carolina,2013,75,375523
North Carolina,2013,85,169203
North Carolina,2014,0,1999076
North Carolina,2014,15,1410099
North Carolina,2014,25,1246577
North Carolina,2014,35,1317113
North Carolina,2014,45,1367862
North Carolina,2014,55,1205334
North Carolina,2014,65,775453
North Carolina,2014,75,380683
North Carolina,2014,85,173262
North Carolina,2015,0,2028964
North Carolina,2015,15,1418448
North Carolina,2015,25,1264775
North Carolina,2015,35,1312450
North Carolina,2015,45,1376109
North Carolina,2015,55,1235270
North Carolina,2015,65,810121
North Carolina,2015,75,387741
North Carolina,2015,85,176892
North Carolina,2016,0,2053370
North Carolina,2016,15,1433886
North Carolina,2016,25,1288461
North Carolina,2016,35,1302525
North Carolina,2016,45,1385495
North Carolina,2016,55,1264705
North Carolina,2016,65,842240
North Carolina,2016,75,396791
North Carolina,2016,85,179961
North Carolina,2017,0,2081507
North Carolina,2017,15,1449430
North Carolina,2017,25,1318125
North Carolina,2017,35,1291132
North Carolina,2017,45,1388562
North Carolina,2017,55,1290554
North Carolina,2017,65,873571
North Carolina,2017,75,409561
North Carolina,2017,85,183110
North Carolina,2018,0,2111312
North Carolina,2018,15,1466892
North Carolina,2018,25,1349450
North Carolina,2018,35,1282165
North Carolina,2018,45,1385991
North Carolina,2018,55,1314680
North Carolina,2018,65,901686
North Carolina,2018,75,426655
North Carolina,2018,85,186470
North Carolina,2019,0,2143284
North Carolina,2019,15,1486635
North Carolina,2019,25,1377677
North Carolina,2019,35,1277178
North Carolina,2019,45,1379849
North Carolina,2019,55,1336513
North Carolina,2019,65,932519
North Carolina,2019,75,443303
North Carolina,2019,85,189539
North Carolina,2020,0,2177102
North Carolina,2020,15,1507751
North Carolina,2020,25,1400213
North Carolina,2020,35,1275763
North Carolina,2020,45,1376758
North Carolina,2020,55,1353124
North Carolina,2020,65,966638
North Carolina,2020,75,457706
North Carolina,2020,85,194234
North Carolina,2021,0,2212624
North Carolina,2021,15,1530060
North Carolina,2021,25,1419099
North Carolina,2021,35,1281371
North Carolina,2021,45,1376916
North Carolina,2021,55,1362093
North Carolina,2021,65,997725
North Carolina,2021,75,475396
North Carolina,2021,85,198440
North Carolina,2022,0,2249688
North Carolina,2022,15,1553485
North Carolina,2022,25,1435403
North Carolina,2022,35,1288482
North Carolina,2022,45,1379887
North Carolina,2022,55,1366524
North Carolina,2022,65,1018232
North Carolina,2022,75,506109
North Carolina,2022,85,202234
North Carolina,2023,0,2287857
North Carolina,2023,15,1576207
North Carolina,2023,25,1449508
North Carolina,2023,35,1297213
North Carolina,2023,45,1384799
North Carolina,2023,55,1369677
North Carolina,2023,65,1040629
North Carolina,2023,75,535347
North Carolina,2023,85,206958
North Carolina,2024,0,2326896
North Carolina,2024,15,1597367
North Carolina,2024,25,1462776
North Carolina,2024,35,1309644
North Carolina,2024,45,1386659
North Carolina,2024,55,1375941
North Carolina,2024,65,1064977
North Carolina,2024,75,561664
North Carolina,2024,85,212004
North Dakota,2013,0,113525
North Dakota,2013,15,92132
North Dakota,2013,25,82095
North Dakota,2013,35,73463
North Dakota,2013,45,84360
North Dakota,2013,55,87726
North Dakota,2013,65,51551
North Dakota,2013,75,32127
North Dakota,2013,85,19107
North Dakota,2014,0,113560
North Dakota,2014,15,90279
North Dakota,2014,25,81469
North Dakota,2014,35,74431
North Dakota,2014,45,81371
North Dakota,2014,55,89372
North Dakota,2014,65,53848
North Dakota,2014,75,31936
North Dakota,2014,85,19393
North Dakota,2015,0,113649
North Dakota,2015,15,88351
North Dakota,2015,25,80622
North Dakota,2015,35,75296
North Dakota,2015,45,78682
North Dakota,2015,55,90633
North Dakota,2015,65,56483
North Dakota,2015,75,31790
North Dakota,2015,85,19627
North Dakota,2016,0,113805
North Dakota,2016,15,86536
North Dakota,2016,25,79858
North Dakota,2016,35,76010
North Dakota,2016,45,76148
North Dakota,2016,55,91323
North Dakota,2016,65,59128
North Dakota,2016,75,31950
North Dakota,2016,85,19705
North Dakota,2017,0,113780
North Dakota,2017,15,85014
North Dakota,2017,25,79432
North Dakota,2017,35,76382
North Dakota,2017,45,73728
North Dakota,2017,55,91097
North Dakota,2017,65,62061
North Dakota,2017,75,32329
North Dakota,2017,85,19810
North Dakota,2018,0,113557
North Dakota,2018,15,83844
North Dakota,2018,25,78797
North Dakota,2018,35,76797
North Dakota,2018,45,71519
North Dakota,2018,55,90407
North Dakota,2018,65,64758
North Dakota,2018,75,33080
North Dakota,2018,85,19868
North Dakota,2019,0,113107
North Dakota,2019,15,82971
North Dakota,2019,25,77951
North Dakota,2019,35,77176
North Dakota,2019,45,69852
North Dakota,2019,55,89142
North Dakota,2019,65,67423
North Dakota,2019,75,33900
North Dakota,2019,85,19948
North Dakota,2020,0,112511
North Dakota,2020,15,82402
North Dakota,2020,25,76599
North Dakota,2020,35,77560
North Dakota,2020,45,68814
North Dakota,2020,55,87203
North Dakota,2020,65,70362
North Dakota,2020,75,34555
North Dakota,2020,85,20106
North Dakota,2021,0,111828
North Dakota,2021,15,82014
North Dakota,2021,25,75065
North Dakota,2021,35,77865
North Dakota,2021,45,68580
North Dakota,2021,55,84511
North Dakota,2021,65,73042
North Dakota,2021,75,35399
North Dakota,2021,85,20257
North Dakota,2022,0,111076
North Dakota,2022,15,81850
North Dakota,2022,25,73625
North Dakota,2022,35,77284
North Dakota,2022,45,69189
North Dakota,2022,55,81671
North Dakota,2022,65,74693
North Dakota,2022,75,37073
North Dakota,2022,85,20399
North Dakota,2023,0,110238
North Dakota,2023,15,81768
North Dakota,2023,25,72060
North Dakota,2023,35,76364
North Dakota,2023,45,70297
North Dakota,2023,55,78652
North Dakota,2023,65,76161
North Dakota,2023,75,38917
North Dakota,2023,85,20521
North Dakota,2024,0,109359
North Dakota,2024,15,81866
North Dakota,2024,25,70265
North Dakota,2024,35,75567
North Dakota,2024,45,71183
North Dakota,2024,55,75793
North Dakota,2024,65,77542
North Dakota,2024,75,40728
North Dakota,2024,85,20667
Ohio,2013,0,2280538
Ohio,2013,15,1520767
Ohio,2013,25,1547116
Ohio,2013,35,1472532
Ohio,2013,45,1627218
Ohio,2013,55,1480478
Ohio,2013,65,910747
Ohio,2013,75,515558
Ohio,2013,85,262165
Ohio,2014,0,2281272
Ohio,2014,15,1504833
Ohio,2014,25,1548140
Ohio,2014,35,1468561
Ohio,2014,45,1599167
Ohio,2014,55,1498761
Ohio,2014,65,944830
Ohio,2014,75,516599
Ohio,2014,85,265121
Ohio,2015,0,2280583
Ohio,2015,15,1486264
Ohio,2015,25,1545731
Ohio,2015,35,1463984
Ohio,2015,45,1576834
Ohio,2015,55,1515811
Ohio,2015,65,980162
Ohio,2015,75,518028
Ohio,2015,85,268049
Ohio,2016,0,2275842
Ohio,2016,15,1471474
Ohio,2016,25,1541122
Ohio,2016,35,1462559
Ohio,2016,45,1557403
Ohio,2016,55,1529076
Ohio,2016,65,1011356
Ohio,2016,75,522705
Ohio,2016,85,269998
Ohio,2017,0,2272732
Ohio,2017,15,1457815
Ohio,2017,25,1535389
Ohio,2017,35,1468563
Ohio,2017,45,1532234
Ohio,2017,55,1533646
Ohio,2017,65,1040228
Ohio,2017,75,534117
Ohio,2017,85,270724
Ohio,2018,0,2269552
Ohio,2018,15,1446661
Ohio,2018,25,1527868
Ohio,2018,35,1481733
Ohio,2018,45,1501568
Ohio,2018,55,1532904
Ohio,2018,65,1065725
Ohio,2018,75,550596
Ohio,2018,85,270596
Ohio,2019,0,2265871
Ohio,2019,15,1439026
Ohio,2019,25,1519724
Ohio,2019,35,1494694
Ohio,2019,45,1468162
Ohio,2019,55,1528920
Ohio,2019,65,1098172
Ohio,2019,75,561846
Ohio,2019,85,270297
Ohio,2020,0,2261451
Ohio,2020,15,1433241
Ohio,2020,25,1507967
Ohio,2020,35,1505867
Ohio,2020,45,1441160
Ohio,2020,55,1515908
Ohio,2020,65,1137970
Ohio,2020,75,567927
Ohio,2020,85,272567
Ohio,2021,0,2256263
Ohio,2021,15,1428804
Ohio,2021,25,1496119
Ohio,2021,35,1518742
Ohio,2021,45,1421347
Ohio,2021,55,1494156
Ohio,2021,65,1170281
Ohio,2021,75,579424
Ohio,2021,85,274278
Ohio,2022,0,2250360
Ohio,2022,15,1428429
Ohio,2022,25,1482794
Ohio,2022,35,1526939
Ohio,2022,45,1408452
Ohio,2022,55,1464714
Ohio,2022,65,1182988
Ohio,2022,75,612186
Ohio,2022,85,276311
Ohio,2023,0,2243731
Ohio,2023,15,1428241
Ohio,2023,25,1468258
Ohio,2023,35,1531373
Ohio,2023,45,1401807
Ohio,2023,55,1432332
Ohio,2023,65,1198233
Ohio,2023,75,641516
Ohio,2023,85,279907
Ohio,2024,0,2236564
Ohio,2024,15,1428271
Ohio,2024,25,1452327
Ohio,2024,35,1531229
Ohio,2024,45,1397730
Ohio,2024,55,1406900
Ohio,2024,65,1212555
Ohio,2024,75,667200
Ohio,2024,85,283466
Oklahoma,2013,0,758520
Oklahoma,2013,15,492888
Oklahoma,2013,25,471763
Oklahoma,2013,35,446979
Oklahoma,2013,45,479063
Oklahoma,2013,55,455203
Oklahoma,2013,65,295661
Oklahoma,2013,75,159469
Oklahoma,2013,85,73741
Oklahoma,2014,0,761916
Oklahoma,2014,15,491988
Oklahoma,2014,25,470250
Oklahoma,2014,35,449287
Oklahoma,2014,45,470708
Oklahoma,2014,55,462180
Oklahoma,2014,65,305681
Oklahoma,2014,75,160904
Oklahoma,2014,85,74456
Oklahoma,2015,0,765310
Oklahoma,2015,15,490100
Oklahoma,2015,25,467810
Oklahoma,2015,35,451741
Oklahoma,2015,45,463187
Oklahoma,2015,55,469785
Oklahoma,2015,65,315624
Oklahoma,2015,75,162725
Oklahoma,2015,85,75412
Oklahoma,2016,0,767957
Oklahoma,2016,15,489444
Oklahoma,2016,25,465512
Oklahoma,2016,35,453835
Oklahoma,2016,45,457109
Oklahoma,2016,55,475913
Oklahoma,2016,65,325031
Oklahoma,2016,75,165009
Oklahoma,2016,85,76306
Oklahoma,2017,0,769900
Oklahoma,2017,15,490191
Oklahoma,2017,25,463916
Oklahoma,2017,35,456758
Oklahoma,2017,45,450181
Oklahoma,2017,55,479979
Oklahoma,2017,65,334274
Oklahoma,2017,75,168498
Oklahoma,2017,85,77002
Oklahoma,2018,0,770619
Oklahoma,2018,15,493812
Oklahoma,2018,25,461062
Oklahoma,2018,35,461489
Oklahoma,2018,45,442342
Oklahoma,2018,55,481967
Oklahoma,2018,65,343145
Oklahoma,2018,75,173193
Oklahoma,2018,85,77808
Oklahoma,2019,0,771640
Oklahoma,2019,15,498503
Oklahoma,2019,25,458925
Oklahoma,2019,35,465104
Oklahoma,2019,45,435578
Oklahoma,2019,55,481288
Oklahoma,2019,65,352588
Oklahoma,2019,75,178151
Oklahoma,2019,85,78619
Oklahoma,2020,0,772964
Oklahoma,2020,15,503968
Oklahoma,2020,25,456771
Oklahoma,2020,35,466728
Oklahoma,2020,45,432782
Oklahoma,2020,55,477093
Oklahoma,2020,65,363641
Oklahoma,2020,75,181829
Oklahoma,2020,85,79914
Oklahoma,2021,0,774675
Oklahoma,2021,15,509747
Oklahoma,2021,25,454872
Oklahoma,2021,35,468516
Oklahoma,2021,45,433425
Oklahoma,2021,55,469537
Oklahoma,2021,65,373545
Oklahoma,2021,75,186277
Oklahoma,2021,85,80849
Oklahoma,2022,0,776897
Oklahoma,2022,15,515364
Oklahoma,2022,25,454534
Oklahoma,2022,35,468888
Oklahoma,2022,45,435821
Oklahoma,2022,55,460086
Oklahoma,2022,65,378729
Oklahoma,2022,75,195906
Oklahoma,2022,85,81604
Oklahoma,2023,0,779681
Oklahoma,2023,15,520285
Oklahoma,2023,25,455092
Oklahoma,2023,35,468920
Oklahoma,2023,45,438581
Oklahoma,2023,55,450483
Oklahoma,2023,65,384681
Oklahoma,2023,75,204399
Oklahoma,2023,85,82745
Oklahoma,2024,0,783094
Oklahoma,2024,15,525014
Oklahoma,2024,25,455546
Oklahoma,2024,35,468354
Oklahoma,2024,45,441329
Oklahoma,2024,55,442578
Oklahoma,2024,65,390683
Oklahoma,2024,75,211859
Oklahoma,2024,85,84135
Oregon,2013,0,752146
Oregon,2013,15,490358
Oregon,2013,25,567566
Oregon,2013,35,533712
Oregon,2013,45,512755
Oregon,2013,55,515848
Oregon,2013,65,312637
Oregon,2013,75,151080
Oregon,2013,85,84788
Oregon,2014,0,762635
Oregon,2014,15,490176
Oregon,2014,25,572283
Oregon,2014,35,540674
Oregon,2014,45,512354
Oregon,2014,55,519464
Oregon,2014,65,330096
Oregon,2014,75,153154
Oregon,2014,85,85511
Oregon,2015,0,773189
Oregon,2015,15,489699
Oregon,2015,25,575533
Oregon,2015,35,547229
Oregon,2015,45,514287
Oregon,2015,55,522203
Oregon,2015,65,348393
Oregon,2015,75,156103
Oregon,2015,85,86288
Oregon,2016,0,783842
Oregon,2016,15,490381
Oregon,2016,25,577521
Oregon,2016,35,555947
Oregon,2016,45,516175
Oregon,2016,55,524167
Oregon,2016,65,365297
Oregon,2016,75,160208
Oregon,2016,85,86929
Oregon,2017,0,795225
Oregon,2017,15,492010
Oregon,2017,25,577636
Oregon,2017,35,568061
Oregon,2017,45,517209
Oregon,2017,55,523695
Oregon,2017,65,381464
Oregon,2017,75,166283
Oregon,2017,85,87383
Oregon,2018,0,807610
Oregon,2018,15,494592
Oregon,2018,25,576885
Oregon,2018,35,581693
Oregon,2018,45,518095
Oregon,2018,55,520915
Oregon,2018,65,396357
Oregon,2018,75,174628
Oregon,2018,85,87764
Oregon,2019,0,819704
Oregon,2019,15,498924
Oregon,2019,25,576562
Oregon,2019,35,594472
Oregon,2019,45,519883
Oregon,2019,55,517433
Oregon,2019,65,410707
Oregon,2019,75,183148
Oregon,2019,85,88150
Oregon,2020,0,831407
Oregon,2020,15,504126
Oregon,2020,25,577297
Oregon,2020,35,604606
Oregon,2020,45,524881
Oregon,2020,55,513210
Oregon,2020,65,424979
Oregon,2020,75,190787
Oregon,2020,85,89100
Oregon,2021,0,842778
Oregon,2021,15,510041
Oregon,2021,25,579211
Oregon,2021,35,613999
Oregon,2021,45,532374
Oregon,2021,55,508295
Oregon,2021,65,436229
Oregon,2021,75,199900
Oregon,2021,85,90070
Oregon,2022,0,853847
Oregon,2022,15,517164
Oregon,2022,25,581925
Oregon,2022,35,622224
Oregon,2022,45,541176
Oregon,2022,55,503055
Oregon,2022,65,440755
Oregon,2022,75,215109
Oregon,2022,85,91445
Oregon,2023,0,864633
Oregon,2023,15,525621
Oregon,2023,25,584825
Oregon,2023,35,629310
Oregon,2023,45,550660
Oregon,2023,55,499233
Oregon,2023,65,444816
Oregon,2023,75,229435
Oregon,2023,85,93315
Oregon,2024,0,875256
Oregon,2024,15,534784
Oregon,2024,25,587431
Oregon,2024,35,636096
Oregon,2024,45,559078
Oregon,2024,55,499432
Oregon,2024,65,448012
Oregon,2024,75,242892
Oregon,2024,85,95445
Pennsylvania,2013,0,2267543
Pennsylvania,2013,15,1634642
Pennsylvania,2013,25,1655787
Pennsylvania,2013,35,1542415
Pennsylvania,2013,45,1808175
Pennsylvania,2013,55,1690020
Pennsylvania,2013,65,1076375
Pennsylvania,2013,75,632675
Pennsylvania,2013,85,357129
Pennsylvania,2014,0,2277051
Pennsylvania,2014,15,1608296
Pennsylvania,2014,25,1663214
Pennsylvania,2014,35,1542357
Pennsylvania,2014,45,1774550
Pennsylvania,2014,55,1717118
Pennsylvania,2014,65,1116793
Pennsylvania,2014,75,629072
Pennsylvania,2014,85,360286
Pennsylvania,2015,0,2285987
Pennsylvania,2015,15,1578427
Pennsylvania,2015,25,1666960
Pennsylvania,2015,35,1543785
Pennsylvania,2015,45,1745113
Pennsylvania,2015,55,1741684
Pennsylvania,2015,65,1158961
Pennsylvania,2015,75,626723
Pennsylvania,2015,85,363298
Pennsylvania,2016,0,2291826
Pennsylvania,2016,15,1553562
Pennsylvania,2016,25,1664331
Pennsylvania,2016,35,1551864
Pennsylvania,2016,45,1717002
Pennsylvania,2016,55,1760496
Pennsylvania,2016,65,1198033
Pennsylvania,2016,75,629062
Pennsylvania,2016,85,364942
Pennsylvania,2017,0,2298979
Pennsylvania,2017,15,1531069
Pennsylvania,2017,25,1660791
Pennsylvania,2017,35,1566522
Pennsylvania,2017,45,1683311
Pennsylvania,2017,55,1767382
Pennsylvania,2017,65,1235973
Pennsylvania,2017,75,640072
Pennsylvania,2017,85,364878
Pennsylvania,2018,0,2306372
Pennsylvania,2018,15,1510883
Pennsylvania,2018,25,1658087
Pennsylvania,2018,35,1585874
Pennsylvania,2018,45,1643489
Pennsylvania,2018,55,1767320
Pennsylvania,2018,65,1268331
Pennsylvania,2018,75,660697
Pennsylvania,2018,85,363379
Pennsylvania,2019,0,2312355
Pennsylvania,2019,15,1495559
Pennsylvania,2019,25,1653396
Pennsylvania,2019,35,1606277
Pennsylvania,2019,45,1599319
Pennsylvania,2019,55,1764627
Pennsylvania,2019,65,1307405
Pennsylvania,2019,75,677178
Pennsylvania,2019,85,361158
Pennsylvania,2020,0,2316864
Pennsylvania,2020,15,1484460
Pennsylvania,2020,25,1643349
Pennsylvania,2020,35,1625678
Pennsylvania,2020,45,1560486
Pennsylvania,2020,55,1753399
Pennsylvania,2020,65,1354245
Pennsylvania,2020,75,687300
Pennsylvania,2020,85,361573
Pennsylvania,2021,0,2319577
Pennsylvania,2021,15,1477537
Pennsylvania,2021,25,1627430
Pennsylvania,2021,35,1648905
Pennsylvania,2021,45,1530684
Pennsylvania,2021,55,1731651
Pennsylvania,2021,65,1393963
Pennsylvania,2021,75,703336
Pennsylvania,2021,85,361856
Pennsylvania,2022,0,2320316
Pennsylvania,2022,15,1476636
Pennsylvania,2022,25,1606371
Pennsylvania,2022,35,1667508
Pennsylvania,2022,45,1510702
Pennsylvania,2022,55,1700783
Pennsylvania,2022,65,1412139
Pennsylvania,2022,75,743294
Pennsylvania,2022,85,362468
Pennsylvania,2023,0,2318974
Pennsylvania,2023,15,1478658
Pennsylvania,2023,25,1581447
